Employee_ID,Age,Gender,Department,Job_Role,Experience_Years,Education_Level,Certification_Count,AI_Training_Hours,Coding_Test_Score,Communication_Score,Leadership_Score,Problem_Solving_Score,Innovation_Score,Attendance_Percentage,Remote_Work_Days,Overtime_Hours,Salary,Promotion_Last_3Y,Project_Count,Client_Rating,Bug_Fix_Count,Deployment_Success_Rate,Team_Size,Stress_Level,Work_Life_Balance,Job_Satisfaction,Attrition_Risk,Manager_Rating,Employee_Performance_Score
103504,23,Male,Marketing,QA Engineer,10,PhD,9,30,42,54,81,64,75,85,16,25,333830,No,9,4.73,346,84.99,2,3,2,6,Medium,4.47,71.48
103505,36,Other,Operations,DevOps Engineer,7,Master,6,155,94,72,73,61,70,75,2,44,561826,No,5,1.74,63,97.12,13,5,4,9,Medium,1.2,70.69
103506,53,Female,HR,QA Engineer,25,Bachelor,10,239,62,54,88,70,96,70,16,41,1331314,No,9,2.39,282,88.98,19,2,7,2,High,2.94,68.77
103507,27,Female,Sales,Data Scientist,22,PhD,14,63,62,79,42,62,43,74,24,13,1119276,Yes,13,4.69,423,82.66,20,3,5,4,Medium,3.01,59.11
103508,22,Other,IT,AI Engineer,9,Master,0,108,83,81,72,67,49,88,22,71,1206007,Yes,2,3.22,95,71.55,11,1,3,9,High,4.32,62.04
103509,44,Male,Sales,Data Scientist,17,Master,7,67,95,73,79,84,64,87,13,51,2481932,Yes,3,2.29,108,92.73,6,1,8,6,Medium,2.99,69.21
103510,38,Male,Marketing,Software Engineer,11,Bachelor,3,34,43,98,52,54,54,72,4,68,2350823,Yes,7,3.08,363,86.73,10,9,8,7,Low,1.4,51.26
103511,55,Female,Finance,QA Engineer,25,Bachelor,12,250,98,91,50,79,33,71,6,52,1397132,Yes,12,3.92,341,90.29,9,3,8,1,Low,3.76,72.2
103512,50,Male,Marketing,Marketing Specialist,10,PhD,8,35,93,84,79,91,86,95,18,50,1810529,Yes,18,3.47,122,79.52,2,5,4,7,High,3.27,75.5
103513,30,Other,Sales,Sales Executive,9,Master,10,131,89,81,59,46,31,71,18,76,1193250,Yes,9,4.73,250,77.71,17,3,3,1,Medium,2.87,66.46
103514,34,Other,Sales,Data Scientist,2,Bachelor,10,221,62,94,70,85,95,70,0,1,2183564,No,13,4.85,432,89.02,15,3,8,1,Low,2.15,77.27
103515,27,Female,Operations,Project Manager,6,Master,5,166,48,97,72,77,50,72,20,47,964101,Yes,11,3.85,233,82.7,21,9,6,2,Medium,1.31,51.99
103516,27,Female,Marketing,Data Scientist,3,PhD,14,273,92,93,73,79,81,88,22,77,835712,No,13,3.65,223,80.53,6,7,7,7,Medium,4.67,76.47
103517,41,Female,Marketing,Cloud Engineer,7,Bachelor,0,59,43,71,89,54,44,73,18,48,568125,No,8,1.05,378,76.36,22,1,1,6,Low,4.37,44.99
103518,24,Male,Marketing,Business Analyst,12,PhD,1,112,73,70,89,88,75,72,20,58,1976750,No,15,4.13,122,82.2,15,2,6,7,High,4.76,69.4
103519,38,Other,IT,Sales Executive,11,PhD,2,220,78,77,48,44,60,77,16,66,1290557,No,14,3.0,175,98.02,20,7,3,3,Low,4.76,60.84
103520,33,Other,Sales,Cloud Engineer,34,Bachelor,1,278,57,98,46,51,91,81,22,79,1665003,No,17,4.5,493,73.28,9,1,7,4,Medium,1.69,59.14
103521,22,Other,HR,Software Engineer,1,PhD,9,67,73,83,48,52,63,98,14,8,980294,Yes,13,4.73,354,74.88,4,1,3,5,Medium,2.29,68.28
103522,38,Female,IT,Finance Analyst,14,Master,6,262,96,65,81,42,65,73,7,1,430504,Yes,11,2.48,373,88.16,18,6,2,4,Medium,2.91,52.84
103523,24,Other,IT,Marketing Specialist,33,Bachelor,11,268,73,60,65,96,73,83,7,74,1872807,No,10,4.62,192,77.22,15,2,3,1,Low,2.63,65.42
103524,47,Male,IT,Finance Analyst,25,Master,0,130,81,82,41,96,92,79,0,42,1430277,No,17,3.64,116,96.15,6,9,7,2,Low,4.86,76.79
103525,36,Male,Operations,Cloud Engineer,4,PhD,8,266,42,93,44,58,47,86,19,13,2154496,No,12,2.71,289,95.52,23,7,1,7,Low,2.18,56.86
103526,57,Other,HR,ML Engineer,24,Bachelor,1,207,58,87,88,65,74,99,8,39,2286991,Yes,2,1.2,256,82.6,22,7,9,5,Low,1.48,60.79
103527,53,Female,Marketing,QA Engineer,33,Master,3,211,73,68,41,69,68,87,1,54,1541388,Yes,1,3.97,41,90.41,2,5,8,3,High,2.86,60.94
103528,53,Other,Operations,Support Engineer,3,Master,7,50,65,77,91,67,55,76,0,58,2003830,No,15,4.57,315,93.29,16,5,9,8,Medium,3.03,69.46
103529,25,Male,Sales,Marketing Specialist,33,Master,10,287,74,78,49,54,53,82,15,46,419026,No,19,3.33,482,79.92,20,3,3,6,High,2.64,57.34
103530,39,Male,Finance,Cloud Engineer,26,Master,2,41,80,86,70,57,87,91,21,33,1945938,Yes,18,2.61,348,79.55,17,8,9,4,Low,4.15,66.0
103531,40,Male,Operations,Product Manager,28,Master,8,246,82,52,72,92,79,94,12,35,1788170,Yes,3,2.81,145,70.08,16,4,3,1,Low,2.98,71.3
103532,56,Other,Finance,Product Manager,4,PhD,6,194,70,67,83,91,68,82,10,32,628201,Yes,9,3.83,197,77.05,4,2,5,8,Low,2.22,74.47
103533,35,Male,Sales,HR Executive,17,PhD,14,243,82,67,95,46,60,91,0,62,584051,Yes,13,1.79,133,90.44,10,1,5,3,Low,2.95,66.16
103534,54,Female,HR,HR Executive,3,PhD,9,199,66,61,86,99,65,71,5,17,1200962,No,11,1.82,218,83.28,19,4,9,2,Medium,4.6,64.04
103535,35,Other,Finance,Project Manager,0,PhD,11,120,42,67,45,53,68,77,0,21,2190684,Yes,19,2.39,166,88.92,10,2,1,9,Medium,4.45,56.02
103536,55,Other,IT,Sales Executive,19,PhD,11,202,76,81,53,63,50,94,5,4,1949761,No,16,1.12,310,76.77,9,6,2,3,High,3.62,63.93
103537,25,Male,Operations,DevOps Engineer,5,PhD,2,105,51,91,53,91,52,90,8,31,436237,No,19,3.68,372,88.28,20,7,6,8,Low,3.6,70.6
103538,45,Male,Finance,Project Manager,19,PhD,2,249,86,85,54,90,83,91,12,48,2175822,Yes,8,2.79,146,77.34,17,8,5,4,Low,3.41,76.19
103539,50,Female,Sales,Software Engineer,19,Master,14,288,62,68,72,96,65,89,15,35,760928,No,12,4.57,165,91.18,6,1,4,2,High,1.92,65.45
103540,40,Other,IT,Sales Executive,26,PhD,4,78,56,53,96,63,44,80,20,72,472986,Yes,2,3.59,386,74.7,14,9,3,4,High,3.46,53.49
103541,27,Male,Finance,Software Engineer,25,Master,4,164,55,60,70,50,31,71,19,13,2383277,No,5,3.82,372,78.68,15,9,1,4,Low,3.4,46.57
103542,54,Female,Sales,Cloud Engineer,31,Bachelor,9,118,56,52,56,98,99,81,23,63,726962,No,14,3.69,114,76.19,10,4,9,5,High,3.28,67.78
103543,40,Male,HR,AI Engineer,9,PhD,4,56,54,76,82,78,67,74,3,31,777959,Yes,16,2.67,101,70.76,19,1,1,3,Medium,4.22,65.86
103544,22,Other,Sales,Data Scientist,17,Master,11,187,65,96,54,82,94,90,19,8,1935470,Yes,19,4.73,275,97.36,2,8,7,5,Medium,1.18,75.74
103545,26,Male,HR,Business Analyst,11,Bachelor,12,51,84,65,59,79,79,99,10,47,880139,No,2,4.66,120,72.27,19,3,5,6,Low,2.83,64.64
103546,48,Other,IT,Data Scientist,9,Bachelor,8,71,41,93,87,95,30,85,12,51,652896,No,10,2.93,65,82.46,19,1,2,3,Low,1.21,73.25
103547,37,Male,Sales,Data Scientist,23,Master,8,240,56,67,60,49,50,99,24,8,683998,No,10,4.12,326,80.63,23,3,4,2,Low,4.18,50.43
103548,27,Other,Marketing,Software Engineer,23,Master,5,99,40,79,68,95,86,70,0,31,722112,No,8,4.94,132,75.47,10,2,2,9,Low,1.93,66.36
103549,34,Female,Operations,Software Engineer,24,Master,10,154,69,73,98,82,48,81,2,9,2150560,No,12,2.32,280,83.33,12,7,7,8,High,2.46,71.91
103550,56,Other,Marketing,HR Executive,7,PhD,10,58,71,55,48,72,58,74,10,68,2177108,Yes,19,3.5,233,85.11,12,6,4,6,High,2.31,57.22
103551,40,Female,Marketing,Software Engineer,13,Bachelor,6,274,69,96,68,59,79,70,19,10,753025,Yes,10,3.28,52,77.99,7,9,8,5,Medium,4.75,58.09
103552,33,Other,Marketing,Cloud Engineer,30,PhD,9,258,81,83,83,81,63,72,7,57,1611107,Yes,4,3.16,204,85.78,20,2,1,4,Medium,2.36,70.94
103553,37,Female,Operations,Marketing Specialist,23,PhD,7,200,43,61,73,78,83,96,0,27,387652,No,7,4.73,395,89.27,5,8,9,6,Medium,1.21,66.4
103554,31,Male,Marketing,Support Engineer,15,PhD,8,294,81,91,86,61,61,94,18,33,2268922,No,7,1.51,68,85.61,6,3,8,1,Medium,1.15,73.38
103555,46,Other,HR,HR Executive,19,Bachelor,5,283,83,72,99,74,33,73,13,52,1111804,Yes,15,3.07,395,96.94,16,5,7,7,Medium,1.87,67.33
103556,41,Male,Sales,QA Engineer,14,Bachelor,7,175,71,85,48,90,59,78,17,39,2437621,No,18,1.1,465,74.12,3,9,8,2,Medium,1.36,62.75
103557,52,Female,IT,Data Scientist,13,Bachelor,1,97,99,89,99,67,47,91,5,63,1276242,No,13,2.23,66,95.17,16,9,4,1,Medium,4.18,72.23
103558,25,Other,Marketing,QA Engineer,11,Master,9,181,74,64,87,75,98,86,8,9,1014585,No,1,3.7,309,74.37,10,1,7,1,High,3.7,74.25
103559,44,Other,Marketing,Sales Executive,33,PhD,7,271,40,65,69,69,58,81,8,25,1791387,No,3,4.12,387,82.9,2,2,5,2,Medium,4.1,54.54
103560,23,Male,IT,Data Scientist,7,Master,14,34,58,94,56,97,41,88,14,42,1902964,No,2,4.42,234,74.59,18,6,7,3,High,3.13,63.39
103561,43,Other,IT,Sales Executive,18,Master,12,86,72,96,91,45,44,98,4,70,2192724,Yes,8,1.31,18,88.14,6,1,5,3,High,2.89,56.77
103562,58,Other,Marketing,Data Scientist,4,PhD,10,157,58,63,98,40,82,72,18,43,496929,Yes,11,1.74,340,80.37,12,2,2,9,Medium,2.45,59.57
103563,29,Male,HR,DevOps Engineer,26,Bachelor,1,115,75,64,94,97,64,99,23,70,1466448,No,14,2.61,472,83.56,21,8,5,8,High,4.25,67.2
103564,28,Other,IT,Data Scientist,12,PhD,7,7,66,61,43,43,81,89,8,56,2464753,No,12,2.52,66,74.92,11,6,3,1,Low,1.01,51.08
103565,35,Male,Sales,AI Engineer,31,Master,1,106,52,92,79,64,82,100,8,47,1192558,No,1,2.02,390,84.2,7,1,5,5,Medium,3.06,63.39
103566,24,Male,Sales,Project Manager,30,Bachelor,2,106,66,84,71,78,43,79,16,78,415458,No,6,4.75,136,92.09,10,3,5,5,Low,2.49,58.65
103567,37,Male,HR,Support Engineer,1,Bachelor,6,113,85,74,71,50,47,89,14,61,651060,Yes,4,3.14,259,98.03,18,6,6,7,Low,1.62,59.11
103568,40,Male,Operations,QA Engineer,6,Master,10,9,53,63,46,77,67,77,20,60,2192022,Yes,17,3.63,182,78.52,14,1,8,7,High,3.85,60.36
103569,39,Male,Finance,Product Manager,10,Bachelor,8,283,63,51,77,98,67,72,9,66,601009,No,18,4.0,250,83.02,12,7,8,8,Medium,2.07,64.15
103570,37,Female,HR,Support Engineer,10,Bachelor,2,59,74,67,71,76,84,80,8,44,1535124,No,17,3.18,22,93.49,18,6,2,2,Low,2.67,68.39
103571,29,Female,Marketing,Data Scientist,22,PhD,4,265,58,84,44,51,40,84,18,60,916258,No,10,4.33,330,86.73,8,6,6,2,Medium,2.16,54.66
103572,54,Male,Finance,ML Engineer,30,PhD,8,101,64,58,81,68,96,89,6,70,856529,No,5,4.94,466,92.19,20,8,8,2,Medium,3.44,70.36
103573,33,Female,Marketing,ML Engineer,7,Master,6,62,50,60,42,73,82,97,24,1,693435,Yes,5,2.57,320,93.55,11,1,2,9,Low,1.04,56.57
103574,32,Female,Sales,ML Engineer,31,Master,13,174,48,75,95,57,73,81,12,73,2256152,No,1,3.57,259,92.01,20,1,5,9,Low,3.62,60.21
103575,26,Other,IT,Cloud Engineer,20,Master,1,196,45,52,59,93,54,72,1,46,1134725,Yes,1,2.27,8,98.56,14,7,2,8,Medium,2.65,52.8
103576,48,Male,Marketing,HR Executive,30,Bachelor,4,221,97,54,95,48,91,76,17,66,1110758,No,16,1.28,41,91.95,22,1,2,1,Medium,3.86,66.58
103577,33,Female,Sales,QA Engineer,0,Master,4,189,75,81,56,85,43,91,20,28,755616,Yes,14,1.11,70,73.58,8,9,3,1,Medium,4.36,59.88
103578,38,Other,HR,Data Scientist,12,PhD,8,127,97,90,55,51,76,70,7,62,1834370,No,10,1.93,409,94.03,23,6,5,8,High,3.06,73.94
103579,27,Other,Marketing,Support Engineer,10,Bachelor,1,45,76,59,50,48,84,79,20,24,867329,Yes,7,1.65,20,72.67,18,2,6,2,High,4.48,58.54
103580,54,Male,Sales,Finance Analyst,28,Master,0,68,68,87,52,40,41,86,7,3,1206951,No,9,3.89,111,81.91,5,6,5,7,Medium,1.53,51.97
103581,26,Male,IT,Project Manager,3,Bachelor,3,57,48,55,57,46,36,75,19,46,514425,Yes,11,2.85,378,80.53,16,6,8,1,Medium,1.14,52.59
103582,49,Other,Marketing,HR Executive,14,Bachelor,3,215,72,60,53,78,78,88,8,68,850061,No,6,3.16,137,74.7,8,2,7,6,Low,4.54,66.19
103583,35,Male,Operations,Finance Analyst,2,Bachelor,0,114,62,66,73,81,43,94,12,62,1435274,No,11,1.33,9,73.22,15,6,5,5,Low,1.47,54.05
103584,26,Male,Sales,Sales Executive,28,Master,9,9,54,51,51,73,58,81,19,5,927239,Yes,14,1.08,189,78.68,22,5,8,8,High,1.72,65.81
103585,54,Other,Marketing,Business Analyst,20,Bachelor,6,268,50,90,61,71,76,98,20,17,1290691,No,18,2.74,192,90.59,6,7,4,8,High,1.48,63.58
103586,40,Other,IT,AI Engineer,1,Bachelor,1,291,62,73,60,67,43,97,11,35,333209,Yes,1,2.02,99,76.18,10,9,4,3,Low,1.69,63.71
103587,43,Male,Marketing,Business Analyst,5,Bachelor,10,85,65,99,65,65,80,71,6,75,2304766,No,12,3.49,66,99.1,10,9,6,3,High,4.6,71.18
103588,26,Female,Marketing,Product Manager,30,PhD,14,146,40,54,81,75,43,81,24,56,1679276,Yes,1,3.05,354,70.15,7,8,5,8,Medium,4.39,46.61
103589,23,Male,Operations,Sales Executive,23,Master,12,117,69,70,78,79,37,98,20,29,1303192,Yes,3,4.31,492,87.07,10,3,6,8,High,2.06,52.37
103590,51,Female,Sales,Software Engineer,16,PhD,8,134,56,55,41,93,94,88,22,13,834606,Yes,6,4.35,11,86.76,24,5,2,6,High,3.82,79.18
103591,25,Other,Finance,Sales Executive,4,Bachelor,6,14,86,53,96,98,66,78,12,38,1902146,No,13,3.15,90,78.23,12,3,1,1,Medium,4.15,73.58
103592,54,Female,Marketing,HR Executive,1,Bachelor,12,205,85,58,89,53,97,97,12,1,1668620,Yes,5,4.63,208,87.86,7,7,7,9,Medium,1.62,70.96
103593,34,Other,Finance,Finance Analyst,11,PhD,14,232,80,54,88,84,45,75,3,33,785974,Yes,9,4.73,402,86.83,3,1,2,8,Medium,1.91,69.52
103594,41,Male,HR,DevOps Engineer,4,Bachelor,12,65,62,53,55,70,49,86,1,57,630056,No,16,1.98,457,90.64,20,1,3,7,Low,2.91,60.33
103595,28,Male,Marketing,Data Scientist,19,PhD,11,3,75,58,73,55,96,71,1,34,936924,Yes,6,4.91,42,96.2,10,5,3,1,Medium,3.55,63.71
103596,36,Other,Finance,Sales Executive,7,Bachelor,11,2,80,67,50,78,61,76,4,33,2488801,Yes,3,4.94,89,73.01,2,5,9,1,Low,2.68,60.57
103597,44,Other,HR,Cloud Engineer,0,Bachelor,13,258,99,92,58,81,98,75,1,7,1533553,Yes,4,1.26,391,95.06,16,7,4,9,High,4.13,79.79
103598,35,Other,Operations,QA Engineer,5,Bachelor,6,202,44,65,69,50,59,83,14,42,666326,Yes,4,1.01,179,70.61,24,9,6,1,High,4.96,38.52
103599,44,Male,Sales,Data Scientist,10,Bachelor,14,239,74,51,93,50,49,86,1,62,2024060,No,19,1.23,230,71.85,18,7,8,1,High,4.46,61.57
103600,40,Male,Marketing,QA Engineer,2,Master,0,92,89,78,46,77,87,95,1,61,2402585,Yes,9,2.4,1,97.23,8,7,6,6,Medium,4.41,68.75
103601,50,Female,Sales,DevOps Engineer,30,Master,13,283,48,97,66,96,58,87,19,19,1829158,No,15,4.23,331,91.17,9,9,6,1,High,1.81,71.16
103602,41,Other,HR,Data Scientist,27,Master,8,22,43,91,61,98,53,75,7,51,1145149,Yes,9,3.02,166,89.28,4,8,2,3,Low,4.62,63.07
103603,50,Female,Sales,AI Engineer,4,PhD,9,285,46,85,56,51,30,81,22,45,1694906,Yes,12,2.19,53,85.53,3,1,8,2,High,4.96,48.73
103604,45,Male,Sales,Sales Executive,25,PhD,8,86,40,61,54,81,56,75,4,3,2101920,No,5,1.22,375,93.4,22,5,1,7,High,3.26,57.59
103605,39,Female,IT,Software Engineer,15,PhD,14,50,55,90,48,97,50,91,15,61,2464890,Yes,17,2.58,167,91.87,20,2,7,4,Low,4.04,71.84
103606,31,Female,HR,ML Engineer,30,PhD,1,296,96,94,51,48,46,83,22,9,1940053,No,17,1.14,222,80.32,11,3,9,5,Low,3.4,61.19
103607,29,Male,Sales,DevOps Engineer,27,Master,9,42,99,86,47,61,61,82,21,39,1048508,No,14,1.69,156,84.86,24,2,9,7,Low,4.97,59.19
103608,47,Male,Finance,Sales Executive,6,PhD,8,203,64,83,99,77,73,78,23,4,2265380,No,7,4.51,71,84.47,11,4,3,2,Low,3.42,67.99
103609,50,Other,HR,Software Engineer,8,PhD,1,57,97,84,41,48,51,87,13,17,1152994,No,19,4.05,270,83.01,19,1,1,4,Low,2.9,64.27
103610,31,Female,IT,Data Scientist,34,PhD,12,58,45,89,88,97,71,79,7,60,1419078,Yes,8,4.98,25,90.45,8,6,8,9,High,1.62,74.54
103611,38,Male,Marketing,Finance Analyst,26,Bachelor,1,167,77,55,87,96,91,79,22,56,2176563,Yes,6,4.58,431,94.33,17,8,3,3,Medium,4.38,69.27
103612,23,Male,Operations,Product Manager,11,PhD,12,173,53,86,94,42,77,96,20,62,357154,Yes,6,4.42,99,98.66,16,7,8,6,Medium,1.81,70.01
103613,27,Female,Sales,Software Engineer,24,Bachelor,12,206,93,85,55,78,37,83,21,4,346277,No,6,1.7,168,82.39,19,1,7,4,Medium,3.71,76.07
103614,26,Male,Finance,Cloud Engineer,28,PhD,12,110,76,69,42,74,31,78,10,20,2133322,Yes,19,3.59,247,90.96,24,5,8,8,Low,1.98,54.48
103615,49,Other,IT,Software Engineer,30,PhD,7,22,50,65,90,91,34,78,10,18,300848,No,19,3.4,67,86.89,24,1,5,2,High,3.79,65.79
103616,26,Other,HR,Business Analyst,33,Bachelor,2,232,40,57,87,69,57,95,7,22,2174810,Yes,17,4.67,252,75.43,5,9,4,5,Low,1.18,63.44
103617,39,Female,Operations,AI Engineer,32,PhD,13,274,91,93,70,96,33,94,22,68,644003,Yes,2,4.12,113,79.17,11,8,9,4,Medium,1.7,75.79
103618,47,Other,Operations,DevOps Engineer,26,Bachelor,14,171,81,71,82,65,82,78,15,32,454784,No,2,4.1,160,95.47,4,5,2,9,High,3.88,79.57
103619,41,Male,Sales,ML Engineer,1,PhD,2,10,40,54,65,47,30,72,20,3,1977829,Yes,12,2.3,139,94.23,10,4,3,7,Medium,3.36,47.3
103620,48,Male,IT,Data Scientist,13,PhD,6,59,92,54,80,93,35,95,7,34,2157983,No,9,1.5,433,95.55,12,4,2,6,High,3.22,60.03
103621,33,Male,IT,DevOps Engineer,12,Bachelor,14,231,75,94,85,71,84,78,19,58,936749,No,5,2.48,202,71.28,2,9,2,8,High,1.37,69.28
103622,28,Male,Finance,HR Executive,23,Master,9,234,47,60,41,61,81,82,21,41,903117,No,17,1.83,477,99.7,21,1,4,3,Medium,4.45,50.96
103623,24,Female,Marketing,Sales Executive,4,Bachelor,5,2,71,92,69,47,53,79,19,74,790490,Yes,18,3.91,52,86.72,11,3,6,3,Low,3.54,61.41
103624,31,Other,Marketing,DevOps Engineer,33,Master,6,143,72,68,52,84,91,94,11,48,2079093,No,6,2.84,236,85.18,16,5,4,3,Low,3.31,65.8
103625,55,Other,Marketing,Cloud Engineer,22,Bachelor,5,229,47,88,76,41,85,72,4,40,1593285,No,18,1.93,345,92.03,15,4,7,1,Medium,4.84,66.38
103626,46,Male,Operations,DevOps Engineer,18,Master,13,8,53,66,91,53,53,99,2,76,594343,No,19,3.63,177,73.95,16,1,8,8,Medium,3.21,59.95
103627,56,Female,Operations,HR Executive,29,PhD,8,296,63,86,53,44,49,98,17,77,2124716,Yes,16,1.28,29,76.86,5,7,7,8,High,4.23,56.6
103628,37,Male,HR,Software Engineer,15,Master,1,293,88,87,40,52,63,89,0,48,2122450,Yes,13,4.67,227,98.26,5,8,4,7,Medium,1.86,70.51
103629,23,Male,Operations,Marketing Specialist,33,PhD,7,192,80,67,71,62,44,73,18,70,561300,No,17,3.31,247,76.2,15,3,1,3,High,2.32,52.09
103630,45,Female,Operations,Business Analyst,10,Bachelor,10,290,68,99,45,99,80,83,12,79,1886303,Yes,10,2.84,480,80.1,6,7,5,7,High,3.64,80.09
103631,31,Female,IT,Software Engineer,13,Master,5,126,64,58,61,52,33,82,10,45,1416259,Yes,15,2.0,492,77.39,21,3,3,7,High,3.52,51.92
103632,59,Male,HR,Project Manager,14,PhD,14,47,45,99,50,58,82,89,0,63,646096,No,18,3.19,414,84.5,18,2,7,7,High,1.35,63.25
103633,43,Other,IT,Software Engineer,34,Bachelor,13,106,40,66,88,63,43,76,21,49,1473548,No,7,2.15,257,94.12,3,7,4,4,Medium,1.22,53.26
103634,47,Male,Finance,HR Executive,6,Master,14,263,94,90,62,74,94,90,17,42,1910783,Yes,6,2.58,78,95.13,6,6,5,5,Low,1.85,74.85
103635,48,Other,Finance,QA Engineer,28,PhD,3,252,62,82,93,53,62,76,18,26,1699323,No,16,4.55,449,79.75,19,6,9,5,Medium,3.14,69.62
103636,50,Other,HR,ML Engineer,21,Master,5,26,80,69,53,43,79,75,12,33,2369856,Yes,8,1.78,308,72.23,22,7,3,4,Medium,4.09,57.68
103637,59,Female,HR,HR Executive,22,Master,5,8,72,67,53,65,92,92,7,62,2182893,Yes,3,2.39,203,73.38,5,9,9,1,Low,2.56,63.3
103638,41,Female,Operations,Sales Executive,23,PhD,11,219,53,73,59,49,79,77,20,66,437868,No,15,3.62,209,94.5,23,5,1,2,Low,2.01,58.37
103639,48,Male,Finance,Software Engineer,34,PhD,9,157,95,62,46,77,65,75,17,26,385980,No,16,3.9,327,82.86,4,2,4,2,Low,3.36,68.62
103640,41,Other,Sales,DevOps Engineer,9,Bachelor,2,13,67,89,58,77,79,94,1,6,2455953,No,13,1.46,450,94.64,13,6,2,5,High,1.4,64.18
103641,40,Other,Marketing,ML Engineer,7,PhD,7,28,68,77,65,73,70,73,18,22,1577358,No,8,4.74,354,70.42,23,3,7,3,High,1.69,62.03
103642,41,Male,Operations,Data Scientist,11,PhD,4,25,82,95,98,73,99,97,18,65,2117050,Yes,5,1.11,183,71.05,19,9,3,2,Low,2.81,75.53
103643,56,Male,Marketing,Finance Analyst,28,Master,10,213,79,52,61,58,56,74,23,1,2480381,Yes,11,1.27,160,79.46,4,7,4,5,High,4.87,60.3
103644,23,Male,Finance,Data Scientist,28,PhD,9,142,62,85,45,42,59,94,4,35,586253,Yes,9,4.05,158,76.12,19,5,7,2,High,2.31,48.41
103645,51,Female,Marketing,Cloud Engineer,22,Master,10,114,83,60,52,91,61,94,7,57,2432992,Yes,9,4.09,451,89.36,22,4,6,3,Medium,4.4,69.61
103646,55,Male,Sales,Software Engineer,25,Master,3,217,77,88,49,75,51,87,19,10,2448769,No,12,3.66,278,87.56,6,4,4,9,Low,4.91,63.56
103647,43,Male,Sales,DevOps Engineer,31,PhD,13,80,88,70,93,43,98,71,24,6,2104166,No,7,3.09,100,96.83,12,5,7,7,Low,4.29,72.61
103648,24,Other,IT,QA Engineer,5,PhD,13,200,82,86,58,97,50,94,2,65,632224,No,3,2.15,254,93.65,7,6,6,9,High,2.77,76.03
103649,27,Male,HR,Business Analyst,7,PhD,12,66,49,51,70,65,85,91,1,78,1334921,Yes,4,4.36,172,73.02,24,7,8,7,High,4.24,66.94
103650,36,Other,Marketing,Business Analyst,16,PhD,1,248,66,55,49,50,60,93,5,30,1045442,No,15,3.8,108,96.61,14,9,9,4,Low,1.18,63.36
103651,48,Other,Sales,Marketing Specialist,11,Bachelor,13,143,47,54,76,42,88,83,15,45,304849,Yes,6,4.87,290,73.6,13,4,5,6,Low,4.46,59.25
103652,31,Female,HR,ML Engineer,21,Master,9,140,83,96,52,88,99,93,14,69,360481,No,1,2.82,359,75.9,17,6,6,1,Low,2.96,73.77
103653,30,Male,HR,QA Engineer,13,Bachelor,0,95,92,92,56,48,72,93,3,52,2003298,No,2,2.88,372,85.16,21,7,9,1,Low,2.8,68.2
103654,54,Male,IT,Finance Analyst,33,Bachelor,14,117,43,81,93,85,83,83,1,67,1562677,Yes,19,4.17,229,73.35,23,9,4,3,Low,3.93,70.98
103655,53,Other,HR,Product Manager,18,Master,12,184,60,86,94,41,47,74,13,45,302979,No,8,4.97,192,76.8,14,1,7,5,Low,4.72,63.32
103656,27,Female,HR,Data Scientist,5,Bachelor,6,291,60,99,44,53,84,80,5,36,2393383,Yes,13,4.59,386,83.43,24,8,1,6,Medium,2.02,52.95
103657,57,Female,Operations,Finance Analyst,17,PhD,9,244,69,89,60,42,58,96,19,75,1389250,Yes,7,2.19,9,77.45,4,6,4,8,Medium,2.69,56.89
103658,23,Male,Finance,AI Engineer,14,PhD,10,200,52,60,93,41,90,95,19,26,1851295,No,2,4.81,499,98.4,13,5,8,1,Low,3.6,69.85
103659,50,Other,IT,Data Scientist,8,PhD,2,277,97,66,78,61,80,89,3,24,1854030,No,12,1.79,221,74.86,5,3,3,1,High,3.43,73.41
103660,25,Male,IT,Data Scientist,5,PhD,2,109,42,63,59,93,41,72,19,11,964714,No,4,2.69,121,87.2,5,3,2,4,High,1.94,58.0
103661,22,Male,Marketing,Data Scientist,1,Master,2,211,59,51,46,68,90,85,23,59,783112,Yes,10,4.55,121,84.94,19,3,3,3,Low,1.07,62.51
103662,40,Male,HR,DevOps Engineer,15,PhD,9,258,75,88,54,72,45,89,0,16,1092364,No,6,2.25,283,83.58,10,3,7,1,Medium,1.65,59.75
103663,47,Male,Marketing,HR Executive,0,Master,11,163,79,67,54,75,41,77,24,49,2431664,Yes,2,2.41,79,77.01,10,6,5,2,Medium,1.16,61.01
103664,46,Other,Operations,Marketing Specialist,29,Master,12,96,44,82,92,49,91,89,13,75,948888,No,6,4.98,3,75.72,11,6,8,7,High,1.24,68.74
103665,31,Female,Sales,DevOps Engineer,32,Master,2,209,61,79,62,86,97,84,2,8,1506460,Yes,11,2.8,116,79.11,11,4,1,1,High,1.98,76.05
103666,36,Male,HR,Business Analyst,0,Master,1,35,97,64,72,92,89,83,20,28,2234342,No,11,4.79,367,87.78,22,9,7,4,Low,3.9,69.53
103667,43,Male,Sales,Marketing Specialist,15,Bachelor,5,265,41,78,97,83,57,83,20,24,1923236,No,9,2.1,364,87.43,9,9,5,7,High,2.03,65.92
103668,42,Male,Finance,Project Manager,16,Bachelor,13,99,64,75,83,77,93,77,3,14,1168425,No,2,3.0,184,93.18,18,5,5,8,High,1.9,78.63
